nr,company,location_hq,region,usstate,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in__mil,year,latitude,longitude
882,Motive,San Francisco,San Francisco Bay Area,California,USA,North America,237.0,07.12.22,6,3950.0,3713.0,Transportation,Series F,567,2022,"37,7792588","-122,4193286"
883,Plaid,San Francisco,San Francisco Bay Area,California,USA,North America,260.0,07.12.22,20,1300.0,1040.0,Finance,Series D,734,2022,"37,7792588","-122,4193286"
884,Relativity,Chicago,,Illinois,USA,North America,150.0,07.12.22,10,1500.0,1350.0,Legal,Private Equity,125,2022,"41,8755616","-87,6244212"
885,Voi,Stockholm,,,Sweden,Europe,130.0,07.12.22,13,1000.0,870.0,Transportation,Series D,515,2022,"59,3251172","18,0710935"
886,Airtable,San Francisco,San Francisco Bay Area,California,USA,North America,254.0,08.12.22,20,1270.0,1016.0,Product,Series F,1400,2022,"37,7792588","-122,4193286"
887,Armis,San Francisco,San Francisco Bay Area,California,USA,North America,25.0,08.12.22,4,625.0,600.0,Security,Private Equity,537,2022,"37,7792588","-122,4193286"
888,BlackLine,Los Angeles,,California,USA,North America,95.0,08.12.22,5,1900.0,1805.0,Finance,Private Equity,220,2022,"34,0536909","-118,242766"
889,Buser,Sao Paulo,,,Brazil,South America,160.0,08.12.22,30,533.0,373.0,Transportation,Series C,138,2022,"-23,5506507","-46,6333824"
890,CyCognito,Palo Alto,San Francisco Bay Area,California,USA,North America,30.0,08.12.22,15,200.0,170.0,Security,Series C,153,2022,"37,4443293","-122,1598465"
891,Glints,Singapore,,,Singapore,Asia,198.0,08.12.22,18,1100.0,902.0,HR,Series D,82,2022,"1,2899175","103,8519072"
892,Otonomo,Tel Aviv,,,Israel,Asia,80.0,08.12.22,50,160.0,80.0,Transportation,Post-IPO,231,2022,"32,0852997","34,7818064"
893,Swiggy,Bengaluru,,,India,Asia,250.0,08.12.22,3,8333.0,8083.0,Food,Unknown,,2022,"12,98815675","77,62260004"
894,TechTarget,Boston,,Massachusetts,USA,North America,60.0,08.12.22,5,1200.0,1140.0,Marketing,Post-IPO,115,2022,"42,3554334","-71,060511"
895,Alice,Sao Paulo,,,Brazil,South America,113.0,09.12.22,16,706.0,593.0,Healthcare,Series C,174,2022,"-23,5506507","-46,6333824"
896,C2FO,Kansas City,,Kansas,USA,North America,20.0,09.12.22,2,1000.0,980.0,Finance,Series H,537,2022,"39,100105","-94,5781416"
897,OneFootball,Berlin,,Berlin,Germany,Europe,62.0,09.12.22,12,517.0,455.0,Marketing,Series D,442,2022,"52,5170365","13,3888599"
898,Primer,London,,,UK,Europe,85.0,09.12.22,33,258.0,173.0,Finance,Series B,73,2022,"51,4893335","-0,144055085"
899,Outschool,San Francisco,San Francisco Bay Area,California,USA,North America,43.0,10.12.22,25,172.0,129.0,Education,Series D,240,2022,"37,7792588","-122,4193286"
900,Xentral,Munich,,Bayern,Germany,Europe,20.0,10.12.22,10,200.0,180.0,Product,Series B,94,2022,"48,1371079","11,5753822"
901,Pluralsight,Salt Lake City,,Utah,USA,North America,400.0,12.12.22,20,2000.0,1600.0,Education,Acquired,192,2022,"40,7596198","-111,886797"
902,Edgio,Phoenix,,Arizona,USA,North America,95.0,13.12.22,10,950.0,855.0,Infrastructure,Post-IPO,462,2022,"33,4484367","-112,074141"
903,Komodo Health,San Francisco,San Francisco Bay Area,California,USA,North America,78.0,13.12.22,9,867.0,789.0,Healthcare,Series E,514,2022,"37,7792588","-122,4193286"
904,Thumbtack,San Francisco,San Francisco Bay Area,California,USA,North America,160.0,13.12.22,14,1143.0,983.0,Consumer,Series I,698,2022,"37,7792588","-122,4193286"
905,ChowNow,Los Angeles,,California,USA,North America,40.0,14.12.22,10,400.0,360.0,Food,Series C,64,2022,"34,0536909","-118,242766"
906,Headspace,Los Angeles,,California,USA,North America,50.0,14.12.22,4,1250.0,1200.0,Healthcare,Unknown,215,2022,"34,0536909","-118,242766"
907,JD.ID,Jakarta,,,Indonesia,Asia,200.0,14.12.22,30,667.0,467.0,Retail,Post-IPO,,2022,"-6,175247","106,8270488"
908,BigCommerce,Austin,,Texas,USA,North America,180.0,15.12.22,13,1385.0,1205.0,Retail,Post-IPO,224,2022,"30,2711286","-97,7436995"
909,Freshworks,San Mateo,San Francisco Bay Area,California,USA,North America,90.0,15.12.22,2,4500.0,4410.0,Support,Post-IPO,484,2022,"37,496904","-122,3330573"
910,LeafLink,New York City,,New York,USA,North America,80.0,15.12.22,31,258.0,178.0,Other,Series C,379,2022,"40,7127281","-74,0060152"
911,Workmotion,Berlin,,Berlin,Germany,Europe,60.0,15.12.22,20,300.0,240.0,HR,Series B,76,2022,"52,5170365","13,3888599"
912,Revelate,Montreal,,,Canada,North America,24.0,16.12.22,30,80.0,56.0,Data,Series A,26,2022,"45,5031824","-73,5698065"
913,Tomorrow,Hamburg,,Hamburg,Germany,Europe,30.0,16.12.22,25,120.0,90.0,Finance,Unknown,29,2022,"53,550341","10,000654"
914,Homebot,Denver,,Colorado,USA,North America,18.0,19.12.22,13,138.0,120.0,Real Estate,Acquired,4,2022,"39,7392364","-104,984862"
915,Briza,Toronto,,,Canada,North America,26.0,20.12.22,40,65.0,39.0,Finance,Series A,10,2022,"43,6534817","-79,3839347"
916,Chope,Singapore,,,Singapore,Asia,65.0,20.12.22,24,271.0,206.0,Food,Series E,50,2022,"1,2899175","103,8519072"
917,TuSimple,San Diego,,California,USA,North America,350.0,21.12.22,25,1400.0,1050.0,Transportation,Post-IPO,648,2022,"32,7174202","-117,162772"
918,Back Market,Paris,,,France,Europe,93.0,23.12.22,13,715.0,622.0,Retail,Series E,1000,2022,"48,8588897","2,320041022"
919,Micron,Boise,,Idaho,USA,North America,4800.0,01.01.23,10,48000.0,43200.0,Hardware,Post-IPO,50,2023,"43,6166163","-116,200886"
920,Uniphore,Palo Alto,San Francisco Bay Area,California,USA,North America,76.0,03.01.23,10,760.0,684.0,Support,Series E,620,2023,"37,4443293","-122,1598465"
921,Amazon,Seattle,,Washington,USA,North America,8000.0,04.01.23,2,400000.0,392000.0,Retail,Post-IPO,108,2023,"47,6038321","-122,330062"
922,Astronomer,Cincinnati,,Ohio,USA,North America,76.0,04.01.23,20,380.0,304.0,Data,Series C,282,2023,"39,1014537","-84,5124602"
923,Augury,New York City,,New York,USA,North America,20.0,04.01.23,5,400.0,380.0,Manufacturing,Series E,274,2023,"40,7127281","-74,0060152"
924,Kaltura,New York City,,New York,USA,North America,75.0,04.01.23,11,682.0,607.0,Media,Post-IPO,166,2023,"40,7127281","-74,0060152"
925,SaleSan Francisco Bay Areaorce,San Francisco,San Francisco Bay Area,California,USA,North America,8000.0,04.01.23,10,80000.0,72000.0,Sales,Post-IPO,65,2023,"37,7792588","-122,4193286"
926,Everlane,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,05.01.23,17,176.0,146.0,Retail,Unknown,176,2023,"37,7792588","-122,4193286"
927,Moglix,Singapore,,,Singapore,Asia,40.0,05.01.23,2,2000.0,1960.0,Retail,Series F,472,2023,"1,2899175","103,8519072"
928,Pecan AI,Tel Aviv,,,Israel,Asia,30.0,05.01.23,25,120.0,90.0,Data,Series C,116,2023,"32,0852997","34,7818064"
929,Personetics,New York City,,New York,USA,North America,30.0,05.01.23,8,375.0,345.0,Support,Private Equity,178,2023,"40,7127281","-74,0060152"
930,Socure,Reno,,Nevada,USA,North America,104.0,05.01.23,19,547.0,443.0,Finance,Series E,646,2023,"39,5261206","-119,8126581"
931,SoundHound,Santa Clara,San Francisco Bay Area,California,USA,North America,200.0,05.01.23,50,400.0,200.0,Other,Post-IPO,326,2023,"37,354107","-121,955238"
932,Twine Solutions,Tel Aviv,,,Israel,Asia,30.0,05.01.23,33,91.0,61.0,Hardware,Unknown,50,2023,"32,0852997","34,7818064"
933,UpScalio,Gurugram,,,India,Asia,25.0,05.01.23,15,167.0,142.0,Retail,Series B,62,2023,"28,4646148","77,0299194"
934,Bounce,Bengaluru,,,India,Asia,40.0,06.01.23,5,800.0,760.0,Transportation,Series D,214,2023,"12,98815675","77,62260004"
935,Huobi,Bejing,,,China,Asia,275.0,06.01.23,20,1375.0,1100.0,Crypto,Unknown,2,2023,"39,9057136","116,3912972"
936,Minute Media,London,,,UK,Europe,50.0,08.01.23,10,500.0,450.0,Media,Series I,160,2023,"51,4893335","-0,144055085"
937,WalkMe,San Francisco,San Francisco Bay Area,California,USA,North America,43.0,08.01.23,3,1433.0,1390.0,Other,Post-IPO,307,2023,"37,7792588","-122,4193286"
938,Fate Therapeutics,San Diego,,California,USA,North America,315.0,09.01.23,57,553.0,238.0,Healthcare,Post-IPO,,2023,"32,7174202","-117,162772"
939,Blend,San Francisco,San Francisco Bay Area,California,USA,North America,340.0,10.01.23,28,1214.0,874.0,Finance,Post-IPO,665,2023,"37,7792588","-122,4193286"
940,Cart.com,Austin,,Texas,USA,North America,25.0,10.01.23,4,625.0,600.0,Retail,Unknown,383,2023,"30,2711286","-97,7436995"
941,Coinbase,San Francisco,San Francisco Bay Area,California,USA,North America,950.0,10.01.23,20,4750.0,3800.0,Crypto,Post-IPO,549,2023,"37,7792588","-122,4193286"
942,ConsenSys,New York City,,New York,USA,North America,100.0,10.01.23,11,909.0,809.0,Crypto,Series D,726,2023,"40,7127281","-74,0060152"
943,ForeScout,Tel Aviv,,,Israel,Asia,100.0,10.01.23,10,1000.0,900.0,Security,Acquired,125,2023,"32,0852997","34,7818064"
944,GoBolt,Toronto,,,Canada,North America,55.0,10.01.23,5,1100.0,1045.0,Logistics,Series C,178,2023,"43,6534817","-79,3839347"
945,Parler,Nashville,,Tennessee,USA,North America,60.0,10.01.23,75,80.0,20.0,Consumer,Series B,36,2023,"36,1622767","-86,7742984"
946,StreamElements,Tel Aviv,,,Israel,Asia,40.0,10.01.23,20,200.0,160.0,Media,Series B,111,2023,"32,0852997","34,7818064"
947,Thinkific,Vancouver,,,Canada,North America,76.0,10.01.23,19,400.0,324.0,Education,Post-IPO,22,2023,"49,2608724","-123,113952"
948,Flexport,San Francisco,San Francisco Bay Area,California,USA,North America,640.0,11.01.23,20,3200.0,2560.0,Logistics,Series E,2400,2023,"37,7792588","-122,4193286"
949,Jumio,Sunnyvale,San Francisco Bay Area,California,USA,North America,100.0,11.01.23,6,1667.0,1567.0,Security,Private Equity,205,2023,"37,3688301","-122,036349"
950,Qualtrics,Salt Lake City,,Utah,USA,North America,270.0,11.01.23,5,5400.0,5130.0,Other,Post-IPO,400,2023,"40,7596198","-111,886797"
951,Tipalti,Agoura Hills,,California,USA,North America,123.0,11.01.23,11,1118.0,995.0,Finance,Series F,565,2023,"34,14791","-118,7657042"
952,Akili Labs,Boston,,Massachusetts,USA,North America,46.0,12.01.23,30,153.0,107.0,Healthcare,Post-IPO,301,2023,"42,3554334","-71,060511"
953,Blockchain.com,London,,,UK,Europe,110.0,12.01.23,28,393.0,283.0,Crypto,Series D,490,2023,"51,4893335","-0,144055085"
954,Greenlight,Atlanta,,Georgia,USA,North America,104.0,12.01.23,21,495.0,391.0,Finance,Series D,556,2023,"33,7489924","-84,3902644"
955,Lattice,San Francisco,San Francisco Bay Area,California,USA,North America,105.0,12.01.23,15,700.0,595.0,HR,Series F,328,2023,"37,7792588","-122,4193286"
956,Lending Club,San Francisco,San Francisco Bay Area,California,USA,North America,225.0,12.01.23,14,1607.0,1382.0,Finance,Post-IPO,392,2023,"37,7792588","-122,4193286"
957,Pier,Sao Paulo,,,Brazil,South America,111.0,12.01.23,39,285.0,174.0,Finance,Series B,42,2023,"-23,5506507","-46,6333824"
958,SmartNews,Tokyo,,,Japan,Asia,120.0,12.01.23,40,300.0,180.0,Media,Series F,410,2023,"35,6821936","139,762221"
959,BharatAgri,Mumbai,,,India,Asia,40.0,15.01.23,43,93.0,53.0,Food,Series A,21,2023,"19,0785451","72,878176"
960,Snappy,New York City,,New York,USA,North America,100.0,15.01.23,30,333.0,233.0,Marketing,Series C,104,2023,"40,7127281","-74,0060152"
961,ClearCo,Toronto,,,Canada,North America,50.0,16.01.23,30,167.0,117.0,Finance,Series C,698,2023,"43,6534817","-79,3839347"
962,ShareChat,Bengaluru,,,India,Asia,500.0,16.01.23,20,2500.0,2000.0,Consumer,Series H,1700,2023,"12,98815675","77,62260004"
963,American Robotics,Boston,,Massachusetts,USA,North America,50.0,17.01.23,65,77.0,27.0,Other,Acquired,92,2023,"42,3554334","-71,060511"
964,Britishvolt,London,,,UK,Europe,206.0,17.01.23,100,206.0,,Transportation,Unknown,2400,2023,"51,4893335","-0,144055085"
965,Exotel,Bengaluru,,,India,Asia,142.0,17.01.23,15,947.0,805.0,Support,Series D,87,2023,"12,98815675","77,62260004"
966,Lightspeed Company,Montreal,,,Canada,North America,300.0,17.01.23,10,3000.0,2700.0,Retail,Post-IPO,,2023,"45,5031824","-73,5698065"
967,Unico,Sao Paulo,,,Brazil,South America,110.0,17.01.23,10,1100.0,990.0,Other,Series D,336,2023,"-23,5506507","-46,6333824"
968,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,284.0,17.01.23,3,9467.0,9183.0,Other,Post-IPO,1300,2023,"37,7792588","-122,4193286"
969,8x8,Campbell,San Francisco Bay Area,California,USA,North America,155.0,18.01.23,7,2214.0,2059.0,Support,Post-IPO,253,2023,"37,287167","-121,949959"
970,Addepar,Mountain View,San Francisco Bay Area,California,USA,North America,20.0,18.01.23,3,667.0,647.0,Finance,Series F,491,2023,"37,3893889","-122,0832101"
971,Benevity,Calgary,,,Canada,North America,137.0,18.01.23,14,979.0,842.0,Other,Unknown,69,2023,"51,0456064","-114,057541"
972,Clue,Berlin,,Berlin,Germany,Europe,31.0,18.01.23,31,100.0,69.0,Healthcare,Unknown,47,2023,"52,5170365","13,3888599"
973,Hootsuite,Vancouver,,,Canada,North America,70.0,18.01.23,7,1000.0,930.0,Marketing,Series C,300,2023,"49,2608724","-123,113952"
974,Inspirato,Denver,,Colorado,USA,North America,109.0,18.01.23,12,908.0,799.0,Travel,Post-IPO,179,2023,"39,7392364","-104,984862"
975,Jumpcloud,Boulder,,Colorado,USA,North America,100.0,18.01.23,12,833.0,733.0,Security,Series F,416,2023,"40,0149856","-105,270545"
976,Microsoft,Seattle,,Washington,USA,North America,10000.0,18.01.23,5,200000.0,190000.0,Software Development,Post-IPO,,2023,"47,6038321","-122,330062"
977,nCino,Wilmington,,Delaware,USA,North America,100.0,18.01.23,7,1429.0,1329.0,Finance,Post-IPO,,2023,"39,7459468","-75,546589"
978,Pagaya,New York City,,New York,USA,North America,140.0,18.01.23,20,700.0,560.0,Finance,Post-IPO,571,2023,"40,7127281","-74,0060152"
979,Sophos,Oxford,,,UK,Europe,450.0,18.01.23,10,4500.0,4050.0,Security,Acquired,125,2023,"51,7520131","-1,2578499"
980,Starry,Boston,,Massachusetts,USA,North America,100.0,18.01.23,24,417.0,317.0,Other,Post-IPO,260,2023,"42,3554334","-71,060511"
981,Teladoc Health,New York City,,New York,USA,North America,300.0,18.01.23,6,5000.0,4700.0,Healthcare,Post-IPO,172,2023,"40,7127281","-74,0060152"
982,Vroom,New York City,,New York,USA,North America,275.0,18.01.23,20,1375.0,1100.0,Transportation,Post-IPO,,2023,"40,7127281","-74,0060152"
983,CS Disco,Austin,,Texas,USA,North America,62.0,19.01.23,9,689.0,627.0,Legal,Post-IPO,233,2023,"30,2711286","-97,7436995"
984,Hubilo,San Francisco,San Francisco Bay Area,California,USA,North America,115.0,19.01.23,35,329.0,214.0,Other,Series B,153,2023,"37,7792588","-122,4193286"
985,Saks.com,New York City,,New York,USA,North America,100.0,19.01.23,5,2000.0,1900.0,Retail,Unknown,965,2023,"40,7127281","-74,0060152"
986,Citrine Informatics,Redwood City,San Francisco Bay Area,California,USA,North America,22.0,20.01.23,27,81.0,59.0,Data,Series C,64,2023,"37,4863239","-122,232523"
987,Enjoei,Sao Paulo,,,Brazil,South America,31.0,20.01.23,10,310.0,279.0,Retail,Unknown,14,2023,"-23,5506507","-46,6333824"
988,Google,Mountain View,San Francisco Bay Area,California,USA,North America,12000.0,20.01.23,6,200000.0,188000.0,Consumer,Post-IPO,26,2023,"37,3893889","-122,0832101"
989,MediBuddy,Bengaluru,,,India,Asia,200.0,20.01.23,8,2500.0,2300.0,Healthcare,Acquired,192,2023,"12,98815675","77,62260004"
990,Swiggy,Bengaluru,,,India,Asia,380.0,20.01.23,6,6333.0,5953.0,Food,Unknown,,2023,"12,98815675","77,62260004"
991,Vox Media,Washington DC,,District of Columbia,USA,North America,130.0,20.01.23,7,1857.0,1727.0,Media,Series F,307,2023,"38,8950368","-77,0365427"
992,Wayfair,Boston,,Massachusetts,USA,North America,1750.0,20.01.23,10,17500.0,15750.0,Retail,Post-IPO,1700,2023,"42,3554334","-71,060511"
993,Ermetic,Palo Alto,San Francisco Bay Area,California,USA,North America,30.0,23.01.23,17,176.0,146.0,Security,Series B,97,2023,"37,4443293","-122,1598465"
994,Innovid,New York City,,New York,USA,North America,40.0,23.01.23,10,400.0,360.0,Marketing,Post-IPO,295,2023,"40,7127281","-74,0060152"
995,Namogoo,Tel Aviv,,,Israel,Asia,20.0,23.01.23,15,133.0,113.0,Marketing,Series C,69,2023,"32,0852997","34,7818064"
996,Spotify,Stockholm,,,Sweden,Europe,600.0,23.01.23,6,10000.0,9400.0,Media,Post-IPO,2100,2023,"59,3251172","18,0710935"
997,Uber Freight,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,23.01.23,3,5000.0,4850.0,Logistics,Subsidiary,2700,2023,"37,7792588","-122,4193286"
998,Bolt,San Francisco,San Francisco Bay Area,California,USA,North America,50.0,24.01.23,10,500.0,450.0,Finance,Series E,1300,2023,"37,7792588","-122,4193286"
999,Gitpod,Kiel,,Schleswig-Holstein,Germany,Europe,21.0,24.01.23,28,75.0,54.0,Product,Series A,41,2023,"54,3227085","10,135555"
1000,Innovaccer,San Francisco,San Francisco Bay Area,California,USA,North America,245.0,24.01.23,15,1633.0,1388.0,Healthcare,Series E,379,2023,"37,7792588","-122,4193286"
1001,PartnerStack,Toronto,,,Canada,North America,40.0,24.01.23,20,200.0,160.0,Sales,Series B,36,2023,"43,6534817","-79,3839347"
1002,Vacasa,Portland,,Oregon,USA,North America,1300.0,24.01.23,17,7647.0,6347.0,Travel,Post-IPO,834,2023,"45,5202471","-122,674194"
1003,Guardant Health,Palo Alto,San Francisco Bay Area,California,USA,North America,130.0,25.01.23,7,1857.0,1727.0,Healthcare,Post-IPO,550,2023,"37,4443293","-122,1598465"
1004,Luno,London,,,UK,Europe,330.0,25.01.23,35,943.0,613.0,Crypto,Acquired,13,2023,"51,4893335","-0,144055085"
1005,SirionLabs,Seattle,,Washington,USA,North America,130.0,25.01.23,15,867.0,737.0,Legal,Series D,171,2023,"47,6038321","-122,330062"
1006,Tier Mobility,Berlin,,Berlin,Germany,Europe,80.0,25.01.23,7,1143.0,1063.0,Transportation,Series D,646,2023,"52,5170365","13,3888599"
1007,Confluent,Mountain View,San Francisco Bay Area,California,USA,North America,221.0,26.01.23,8,2763.0,2542.0,Data,Post-IPO,455,2023,"37,3893889","-122,0832101"
1008,Glisser,London,,,UK,Europe,25.0,26.01.23,100,25.0,,Travel,Unknown,1,2023,"51,4893335","-0,144055085"
1009,SAP,Walldorf,,Baden-Würtemberg,Germany,Europe,3000.0,26.01.23,3,100000.0,97000.0,Other,Post-IPO,1300,2023,"49,3038134","8,6433518"
1010,#Paid,Toronto,,,Canada,North America,19.0,27.01.23,17,112.0,93.0,Marketing,Series B,21,2023,"43,6534817","-79,3839347"
1011,DealShare,Bengaluru,,,India,Asia,100.0,27.01.23,6,1667.0,1567.0,Retail,Series E,390,2023,"12,98815675","77,62260004"
1012,Matrixport,Singapore,,,Singapore,Asia,29.0,27.01.23,10,290.0,261.0,Crypto,Series C,100,2023,"1,2899175","103,8519072"
1013,Shakepay,Montreal,,,Canada,North America,21.0,27.01.23,25,84.0,63.0,Crypto,Series A,45,2023,"45,5031824","-73,5698065"
1014,Arrival,London,,,UK,Europe,800.0,30.01.23,50,1600.0,800.0,Transportation,Post-IPO,629,2023,"51,4893335","-0,144055085"
1015,Chrono24,Karlsruhe,,Baden-Würtemberg,Germany,Europe,65.0,30.01.23,13,500.0,435.0,Retail,Series C,205,2023,"49,0068705","8,4034195"
1016,Delivery Hero,Berlin,,Berlin,Germany,Europe,156.0,30.01.23,4,3900.0,3744.0,Food,Post-IPO,,2023,"52,5170365","13,3888599"
1017,Glovo,Barcelona,,,Spain,Europe,250.0,30.01.23,6,4167.0,3917.0,Food,Acquired,,2023,"41,3828939","2,1774322"
1018,Impossible Foods,Redwood City,San Francisco Bay Area,California,USA,North America,140.0,30.01.23,20,700.0,560.0,Food,Series H,1900,2023,"37,4863239","-122,232523"
1019,AU10TIX,Tel Aviv,,,Israel,Asia,19.0,31.01.23,9,211.0,192.0,Security,Unknown,80,2023,"32,0852997","34,7818064"
1020,HubSpot,Boston,,Massachusetts,USA,North America,500.0,31.01.23,7,7143.0,6643.0,Marketing,Post-IPO,100,2023,"42,3554334","-71,060511"
1021,PayPal,San Jose,San Francisco Bay Area,California,USA,North America,2000.0,31.01.23,7,28571.0,26571.0,Finance,Post-IPO,216,2023,"37,3361663","-121,890591"
1022,Software AG,Frankfurt am Main,,Hessen,Germany,Europe,200.0,31.01.23,4,5000.0,4800.0,Data,Post-IPO,344,2023,"50,1106444","8,6820917"
1023,Tilting Point,New York City,,New York,USA,North America,60.0,31.01.23,14,429.0,369.0,Consumer,Unknown,235,2023,"40,7127281","-74,0060152"
1024,Upstart,San Mateo,San Francisco Bay Area,California,USA,North America,365.0,31.01.23,20,1825.0,1460.0,Finance,Post-IPO,144,2023,"37,496904","-122,3330573"
1025,Wish,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,31.01.23,17,882.0,732.0,Retail,Post-IPO,1600,2023,"37,7792588","-122,4193286"
1026,Workday,Pleasanton,San Francisco Bay Area,California,USA,North America,525.0,31.01.23,3,17500.0,16975.0,HR,Post-IPO,230,2023,"37,6624312","-121,8746789"
1027,Chainalysis,New York City,,New York,USA,North America,44.0,01.02.23,5,880.0,836.0,Crypto,Series F,536,2023,"40,7127281","-74,0060152"
1028,DraftKings,Boston,,Massachusetts,USA,North America,140.0,01.02.23,4,3500.0,3360.0,Consumer,Post-IPO,719,2023,"42,3554334","-71,060511"
1029,Exterro,Portland,,Oregon,USA,North America,24.0,01.02.23,3,800.0,776.0,Legal,Private Equity,100,2023,"45,5202471","-122,674194"
1030,Splunk,San Jose,San Francisco Bay Area,California,USA,North America,325.0,01.02.23,4,8125.0,7800.0,Data,Post-IPO,2400,2023,"37,3361663","-121,890591"
1031,TheSkimm,New York City,,New York,USA,North America,17.0,01.02.23,10,170.0,153.0,Media,Series C,28,2023,"40,7127281","-74,0060152"
1032,Wheel,Austin,,Texas,USA,North America,56.0,01.02.23,28,200.0,144.0,Healthcare,Series C,215,2023,"30,2711286","-97,7436995"
1033,Workato,Mountain View,San Francisco Bay Area,California,USA,North America,90.0,01.02.23,10,900.0,810.0,Other,Series E,415,2023,"37,3893889","-122,0832101"
1034,Highspot,Seattle,,Washington,USA,North America,100.0,02.02.23,10,1000.0,900.0,Sales,Series F,644,2023,"47,6038321","-122,330062"
1035,Miro,San Francisco,San Francisco Bay Area,California,USA,North America,119.0,02.02.23,7,1700.0,1581.0,Other,Series C,476,2023,"37,7792588","-122,4193286"
1036,Okta,San Francisco,San Francisco Bay Area,California,USA,North America,300.0,02.02.23,5,6000.0,5700.0,Security,Post-IPO,1200,2023,"37,7792588","-122,4193286"
1037,Eightfold AI,Santa Clara,San Francisco Bay Area,California,USA,North America,90.0,03.02.23,15,600.0,510.0,HR,Series E,396,2023,"37,354107","-121,955238"
1038,Protocol Labs,San Francisco,San Francisco Bay Area,California,USA,North America,89.0,03.02.23,20,445.0,356.0,Crypto,Unknown,10,2023,"37,7792588","-122,4193286"
1039,Lightico,Tel Aviv,,,Israel,Asia,20.0,05.02.23,25,80.0,60.0,Finance,Series B,42,2023,"32,0852997","34,7818064"
1040,Loggi,Sao Paulo,,,Brazil,South America,300.0,06.02.23,7,4286.0,3986.0,Logistics,Series F,507,2023,"-23,5506507","-46,6333824"
1041,Pocket Aces,Mumbai,,,India,Asia,50.0,06.02.23,25,200.0,150.0,Media,Unknown,19,2023,"19,0785451","72,878176"
1042,eBay,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,07.02.23,4,12500.0,12000.0,e-commerce,Post-IPO,1200,2023,"37,7792588","-122,4193286"
1043,LearnUpon,Dublin,,,Ireland,Europe,27.0,07.02.23,9,300.0,273.0,Education,Private Equity,56,2023,"53,3493795","-6,2605593"
1044,Openpay,Melbourne,,,Australia,Oceana,83.0,07.02.23,100,83.0,,Finance,Post-IPO,299,2023,"-37,8142454","144,9631732"
1045,Salesloft,Atlanta,,Georgia,USA,North America,100.0,07.02.23,10,1000.0,900.0,Sales,Acquired,245,2023,"33,7489924","-84,3902644"
1046,SecureWorks,Atlanta,,Georgia,USA,North America,212.0,07.02.23,9,2356.0,2144.0,Security,Post-IPO,83,2023,"33,7489924","-84,3902644"
1047,Zoom,San Jose,San Francisco Bay Area,California,USA,North America,1300.0,07.02.23,15,8667.0,7367.0,Other,Post-IPO,276,2023,"37,3361663","-121,890591"
1048,Affirm,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,08.02.23,19,2632.0,2132.0,Finance,Post-IPO,1500,2023,"37,7792588","-122,4193286"
1049,Beam Benefits,Columbus,,Ohio,USA,North America,31.0,08.02.23,8,388.0,357.0,Healthcare,Series E,168,2023,"39,9622601","-83,0007065"
1050,Equitybee,Palo Alto,San Francisco Bay Area,California,USA,North America,24.0,08.02.23,25,96.0,72.0,Finance,Series B,85,2023,"37,4443293","-122,1598465"
1051,GoDaddy,Phoenix,,Arizona,USA,North America,530.0,08.02.23,8,6625.0,6095.0,Marketing,Post-IPO,800,2023,"33,4484367","-112,074141"
1052,Gong,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,08.02.23,7,1143.0,1063.0,Sales,Series E,583,2023,"37,7792588","-122,4193286"
1053,Gusto,San Francisco,San Francisco Bay Area,California,USA,North America,126.0,08.02.23,5,2520.0,2394.0,HR,Series E,746,2023,"37,7792588","-122,4193286"
1054,Deliveroo,London,,,UK,Europe,350.0,09.02.23,9,3889.0,3539.0,Food,Post-IPO,1700,2023,"51,4893335","-0,144055085"
1055,GitLab,San Francisco,San Francisco Bay Area,California,USA,North America,130.0,09.02.23,7,1857.0,1727.0,Product,Post-IPO,413,2023,"37,7792588","-122,4193286"
1056,MiSan Francisco Bay Areaits Market,Philadelphia,,Pennsylvania,USA,North America,649.0,09.02.23,33,1967.0,1318.0,Food,Series C,526,2023,"39,9527237","-75,1635262"
1057,Olive AI,Columbus,,Ohio,USA,North America,215.0,09.02.23,35,614.0,399.0,Healthcare,Series H,856,2023,"39,9622601","-83,0007065"
1058,Oportun,San Carlos,San Francisco Bay Area,California,USA,North America,155.0,09.02.23,10,1550.0,1395.0,Finance,Post-IPO,566,2023,"37,504936","-122,261823"
1059,REE Automotive,Tel Aviv,,,Israel,Asia,31.0,09.02.23,11,282.0,251.0,Transportation,Post-IPO,317,2023,"32,0852997","34,7818064"
1060,Veriff,Tallinn,,,Estonia,Europe,66.0,09.02.23,12,550.0,484.0,Security,Series C,192,2023,"59,4372155","24,7453688"
1061,Yahoo,Sunnyvale,San Francisco Bay Area,California,USA,North America,1600.0,09.02.23,20,8000.0,6400.0,Consumer,Acquired,6,2023,"37,3688301","-122,036349"
1062,Titan Medical,Toronto,,,Canada,North America,48.0,10.02.23,72,67.0,19.0,Healthcare,Post-IPO,278,2023,"43,6534817","-79,3839347"
